"ppvtr.36","first","b.marr","income","momage","momed","momrace","missing_ppvtr.36","missing_b.marr","missing_income","missing_momed","missing_momrace","_mi","_mj"
88,"0","0",17501.7509743779,24,"2","1",FALSE,FALSE,TRUE,FALSE,FALSE,188,1
88,"0","1",31304,29,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,189,1
62.4801238812449,"0","0",17500,22,"2","1",TRUE,FALSE,FALSE,FALSE,TRUE,190,1
84,"0","0",-155.759816738183,21,"2","1",FALSE,TRUE,TRUE,FALSE,FALSE,191,1
97,"0","0",11400,24,"3","1",FALSE,FALSE,FALSE,FALSE,TRUE,192,1
102,"0","1",27500,24,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,193,1
84.8970373828298,"0","1",11220,21,"1","2",TRUE,FALSE,FALSE,FALSE,TRUE,194,1
59,"1","0",6578.66892390541,18,"2","1",FALSE,FALSE,TRUE,FALSE,FALSE,195,1
77,"1","0",3279.27644943865,20,"2","1",FALSE,FALSE,TRUE,FALSE,FALSE,196,1
89,"1","0",556.175923934801,27,"4","3",FALSE,TRUE,TRUE,FALSE,TRUE,197,1
55,"0","0",4692,25,"1","1",FALSE,FALSE,FALSE,TRUE,TRUE,198,1
80.6465799753198,"0","0",6816,27,"1","3",TRUE,FALSE,FALSE,FALSE,TRUE,199,1
59,"0","0",6000,22,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,200,1
72,"0","0",12000,28,"3","1",FALSE,FALSE,FALSE,FALSE,TRUE,201,1
108,"0","1",46020,28,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,202,1
74,"0","1",16800,28,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,203,1
95,"0","0",5220,24,"2","2",FALSE,FALSE,FALSE,FALSE,TRUE,204,1
112,"1","1",100001,26,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,205,1
90,"1","0",16067.1326639432,20,"1","2",FALSE,FALSE,TRUE,FALSE,FALSE,206,1
92,"0","1",9269.9805568613,26,"2","2",FALSE,FALSE,TRUE,FALSE,FALSE,207,1
98,"1","1",18585,23,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,208,1
78,"0","1",10411.4054120255,26,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,209,1
104,"0","1",8262,22,"1","3",FALSE,FALSE,FALSE,FALSE,TRUE,210,1
70,"0","1",15796,20,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,211,1
101,"1","1",18000,27,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,212,1
100,"0","1",10832,23,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,213,1
76.304509025831,"1","1",100001,23,"2","1",TRUE,FALSE,FALSE,TRUE,TRUE,214,1
110,"1","1",44600,24,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,215,1
58,"1","1",13000,23,"3","2",FALSE,FALSE,FALSE,FALSE,TRUE,216,1
52,"1","1",1446,18,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,217,1
54,"1","0",6970,21,"1","1",FALSE,FALSE,FALSE,FALSE,TRUE,218,1
88,"0","1",14072,24,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,219,1
84,"0","0",51898.3797115209,26,"4","3",FALSE,FALSE,TRUE,FALSE,TRUE,220,1
101,"0","0",5040,28,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,221,1
122,"1","1",18352,18,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,222,1
90,"1","1",82896.5896118931,20,"2","1",FALSE,FALSE,TRUE,FALSE,FALSE,223,1
64,"1","1",35000,23,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,224,1
87.5276062541181,"1","1",29550,27,"3","3",TRUE,FALSE,FALSE,FALSE,FALSE,225,1
58,"0","1",21865,26,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,226,1
69,"1","1",12079.3162782065,19,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,227,1
63,"0","1",16643.6656079521,25,"1","2",FALSE,FALSE,TRUE,TRUE,FALSE,228,1
63,"0","1",27081,25,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,229,1
108,"1","1",34150,25,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,230,1
102,"1","1",26800,22,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,231,1
103.548159013812,"1","0",5.6843418860808e-14,24,"2","3",TRUE,TRUE,TRUE,FALSE,FALSE,232,1
94,"0","1",19161.6704882947,27,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,233,1
103,"0","1",53200,25,"3","3",FALSE,FALSE,FALSE,FALSE,TRUE,234,1
82,"0","1",8002.00000000001,21,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,235,1
75,"0","0",5328,27,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,236,1
91,"0","1",18325.0344137559,25,"2","3",FALSE,FALSE,TRUE,FALSE,TRUE,237,1
131.502858301494,"0","1",30000,29,"4","3",TRUE,FALSE,FALSE,FALSE,FALSE,238,1
97,"1","0",3650,19,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,239,1
81,"0","1",15000,21,"2","1",FALSE,FALSE,FALSE,FALSE,TRUE,240,1
88,"0","1",18150,23,"2","3",FALSE,FALSE,FALSE,TRUE,FALSE,241,1
64,"0","1",16745,24,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,242,1
87,"0","1",14000,26,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,243,1
65,"0","1",7712,22,"1","3",FALSE,FALSE,FALSE,TRUE,TRUE,244,1
81,"0","1",34000,30,"4","3",FALSE,FALSE,FALSE,FALSE,TRUE,245,1
92.6513975187512,"0","1",44000,28,"3","3",TRUE,FALSE,FALSE,TRUE,FALSE,246,1
76.0575737729366,"1","1",24043,22,"2","3",TRUE,FALSE,FALSE,FALSE,TRUE,247,1
85,"1","0",37960,19,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,248,1
109,"0","1",15300,21,"1","2",FALSE,FALSE,FALSE,FALSE,TRUE,249,1
80,"1","0",2520,19,"1","3",FALSE,FALSE,FALSE,FALSE,TRUE,250,1
105,"1","1",69000,30,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,251,1
78.1264249439816,"0","1",26088,24,"3","3",TRUE,FALSE,FALSE,TRUE,FALSE,252,1
93,"1","1",87909.888153376,23,"3","3",FALSE,FALSE,TRUE,FALSE,FALSE,253,1
52,"0","1",36000,25,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,254,1
77,"0","1",41000,29,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,255,1
52,"1","1",28400,25,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,256,1
66,"1","0",5869.99999999999,19,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,257,1
80.8941181834102,"0","1",30000,24,"1","3",TRUE,FALSE,FALSE,FALSE,FALSE,258,1
75,"0","1",39815,23,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,259,1
64,"1","1",14725,18,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,260,1
86,"1","0",4992,18,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,261,1
90,"1","0",0,21,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,262,1
82,"1","0",3890,18,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,263,1
79,"0","1",46583,26,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,264,1
104,"1","0",166.539561659417,24,"4","1",FALSE,TRUE,TRUE,FALSE,FALSE,265,1
108,"1","1",38300,26,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,266,1
109,"0","1",24011.8369642175,24,"3","2",FALSE,FALSE,TRUE,TRUE,TRUE,267,1
109,"0","1",33100,24,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,268,1
99,"0","1",36000,30,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,269,1
108.06877188263,"0","0",11680,24,"3","3",TRUE,FALSE,FALSE,FALSE,TRUE,270,1
52,"0","1",8562,23,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,271,1
58,"0","1",17812,29,"1","2",FALSE,FALSE,FALSE,FALSE,TRUE,272,1
65,"1","0",4200,17,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,273,1
66,"0","1",60000,20,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,274,1
109.716835783108,"1","1",39143,29,"4","3",TRUE,FALSE,FALSE,TRUE,FALSE,275,1
86,"1","0",6000,19,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,276,1
57.4085639156697,"0","0",3012,22,"1","3",TRUE,FALSE,FALSE,FALSE,TRUE,277,1
107,"1","1",21002,21,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,278,1
111.713103995757,"1","1",21000,19,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,279,1
79,"1","0",12600,21,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,280,1
87,"1","0",4829.91046717167,16,"1","3",FALSE,FALSE,TRUE,FALSE,FALSE,281,1
52,"0","1",10800,26,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,282,1
87,"1","1",37341,21,"2","2",FALSE,FALSE,FALSE,FALSE,TRUE,283,1
100,"0","0",-171.943295772823,26,"1","3",FALSE,TRUE,TRUE,FALSE,TRUE,284,1
84,"1","1",12415,25,"2","2",FALSE,FALSE,FALSE,FALSE,TRUE,285,1
74.7415642962468,"0","1",108284.506996596,23,"2","3",TRUE,FALSE,TRUE,FALSE,FALSE,286,1
114,"1","1",43269.0660553689,27,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,287,1
121,"1","1",51000,28,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,288,1
70,"1","1",7168.9417839688,17,"1","3",FALSE,FALSE,TRUE,FALSE,FALSE,289,1
94,"1","0",24000,21,"3","1",FALSE,FALSE,FALSE,TRUE,TRUE,290,1
99.5697283902759,"1","1",24000,25,"3","3",TRUE,FALSE,FALSE,FALSE,TRUE,291,1
114,"1","1",41030,25,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,292,1
74,"0","0",2370,22,"2","1",FALSE,FALSE,FALSE,FALSE,TRUE,293,1
64,"1","1",27996.6941466571,26,"1","2",FALSE,FALSE,TRUE,FALSE,FALSE,294,1
54,"0","0",8292,26,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,295,1
104,"0","1",18392,20,"1","3",FALSE,FALSE,FALSE,FALSE,TRUE,296,1
86,"0","0",6852,21,"1","1",FALSE,FALSE,FALSE,TRUE,TRUE,297,1
88.560922951166,"0","0",6636,25,"1","2",TRUE,FALSE,FALSE,FALSE,FALSE,298,1
110,"1","1",21000,25,"3","2",FALSE,FALSE,FALSE,TRUE,TRUE,299,1
72,"0","1",11596,25,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,300,1
73,"0","1",16654.4617737703,26,"1","2",FALSE,FALSE,TRUE,FALSE,FALSE,301,1
99,"0","0",5268,25,"3","1",FALSE,FALSE,FALSE,TRUE,TRUE,302,1
122,"1","1",1057448,32,"4","3",FALSE,FALSE,FALSE,TRUE,FALSE,303,1
129,"1","1",44080,25,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,304,1
78,"0","0",13500,27,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,305,1
106,"0","1",18078,24,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,306,1
91.2111327019358,"1","1",33915.774307277,28,"2","2",TRUE,FALSE,TRUE,FALSE,FALSE,307,1
80.0753181598494,"0","1",34422.1525101516,22,"2","2",TRUE,FALSE,TRUE,TRUE,TRUE,308,1
58.4351005960136,"0","0",3564,23,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,309,1
76,"0","1",33160,27,"2","2",FALSE,FALSE,FALSE,FALSE,TRUE,310,1
62,"1","1",71300,22,"1","2",FALSE,FALSE,FALSE,FALSE,TRUE,311,1
44,"1","1",11672,21,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,312,1
79,"1","0",3000,31,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,313,1
76,"1","0",32000,23,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,314,1
108,"1","1",50000,24,"3","3",FALSE,FALSE,FALSE,TRUE,FALSE,315,1
98,"1","1",28099.4173059994,24,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,316,1
98,"1","1",72020.0000000001,30,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,317,1
82,"0","1",6412,20,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,318,1
98,"0","1",16700,24,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,319,1
79,"0","1",30000,22,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,320,1
93.1535235046574,"0","1",50000,26,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,321,1
75,"0","1",21352.1744930387,24,"3","2",FALSE,FALSE,TRUE,FALSE,TRUE,322,1
95,"1","1",3600,23,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,323,1
46,"0","0",4641,23,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,324,1
54,"1","0",10382.4598371319,19,"2","1",FALSE,FALSE,TRUE,FALSE,FALSE,325,1
94,"0","1",24385,26,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,326,1
77.3531492107713,"0","1",29600,22,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,327,1
106,"1","1",5.6843418860808e-14,28,"4","2",FALSE,TRUE,TRUE,FALSE,FALSE,328,1
91,"1","0",5.6843418860808e-14,22,"1","3",FALSE,FALSE,TRUE,FALSE,FALSE,329,1
101,"0","0",8675,22,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,330,1
96.768230349207,"0","1",12020,20,"1","2",TRUE,FALSE,FALSE,FALSE,TRUE,331,1
74.1591240091494,"0","0",10428,26,"1","1",TRUE,FALSE,FALSE,FALSE,TRUE,332,1
102,"1","1",20180,22,"2","1",FALSE,FALSE,FALSE,FALSE,TRUE,333,1
93,"0","1",36350,24,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,334,1
72,"0","0",3400,21,"1","1",FALSE,FALSE,FALSE,TRUE,FALSE,335,1
83,"0","1",5200,23,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,336,1
70.5643093149205,"0","1",8307,22,"1","3",TRUE,FALSE,FALSE,FALSE,FALSE,337,1
83.7483196874801,"0","1",32856,25,"3","2",TRUE,FALSE,FALSE,FALSE,FALSE,338,1
99.3443012295496,"1","1",14408,20,"2","3",TRUE,FALSE,FALSE,FALSE,TRUE,339,1
82,"0","1",15000,24,"2","2",FALSE,FALSE,FALSE,TRUE,FALSE,340,1
92,"0","0",1873.46981231755,20,"3","1",FALSE,FALSE,TRUE,FALSE,TRUE,341,1
74,"1","0",12000,19,"3","1",FALSE,FALSE,FALSE,TRUE,FALSE,342,1
90,"0","1",1057448,31,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,343,1
114,"0","1",22510,22,"2","1",FALSE,FALSE,FALSE,FALSE,TRUE,344,1
53,"1","0",10000,22,"1","1",FALSE,FALSE,FALSE,TRUE,FALSE,345,1
56,"0","0",3404,22,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,346,1
110,"1","1",25990,22,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,347,1
110,"1","1",23000,23,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,348,1
91,"1","0",14928,19,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,349,1
80,"0","0",-112.738643824561,26,"2","3",FALSE,TRUE,TRUE,FALSE,FALSE,350,1
67,"0","1",10000,20,"1","2",FALSE,FALSE,FALSE,TRUE,FALSE,351,1
98,"0","1",25502,21,"3","3",FALSE,FALSE,FALSE,FALSE,TRUE,352,1
63.6397160075455,"1","0",1848,20,"1","1",TRUE,FALSE,FALSE,FALSE,FALSE,353,1
81,"1","1",26000,27,"3","3",FALSE,FALSE,FALSE,FALSE,TRUE,354,1
118,"1","1",37113.9339597879,25,"4","3",FALSE,FALSE,TRUE,FALSE,TRUE,355,1
80,"0","0",7328,26,"1","3",FALSE,FALSE,FALSE,FALSE,TRUE,356,1
94,"0","1",21000,26,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,357,1
46,"0","0",-148.107984060644,28,"1","1",FALSE,TRUE,TRUE,FALSE,TRUE,358,1
73,"1","1",16630,22,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,359,1
112.919740377596,"0","1",18000,27,"1","3",TRUE,FALSE,FALSE,FALSE,TRUE,360,1
85,"1","1",17500,21,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,361,1
83.1460110608131,"0","1",10000,20,"1","3",TRUE,FALSE,FALSE,FALSE,FALSE,362,1
105.729977484836,"1","1",36012,28,"3","3",TRUE,FALSE,FALSE,FALSE,FALSE,363,1
76,"1","0",20692.4116350507,20,"3","1",FALSE,FALSE,TRUE,FALSE,FALSE,364,1
108.183599556192,"1","1",29000,24,"2","3",TRUE,FALSE,FALSE,FALSE,TRUE,365,1
83,"0","1",45276.9192994344,22,"1","2",FALSE,FALSE,TRUE,FALSE,TRUE,366,1
109,"1","1",28010,22,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,367,1
109,"1","1",14700,23,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,368,1
84,"1","0",3820.13474655707,23,"2","1",FALSE,FALSE,TRUE,FALSE,TRUE,369,1
105,"1","1",25000,19,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,370,1
56,"0","0",7392,27,"1","3",FALSE,FALSE,FALSE,FALSE,TRUE,371,1
96,"1","1",23417.7255147766,22,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,372,1
110,"1","1",14466.1415830757,19,"1","1",FALSE,FALSE,TRUE,FALSE,FALSE,373,1
77,"1","0",7332,25,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,374,1
68,"1","1",15000,22,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,375,1
106,"1","1",47000,28,"3","2",FALSE,FALSE,FALSE,TRUE,FALSE,376,1
76,"1","1",21836,24,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,377,1
95,"1","1",146544.034422199,27,"4","3",FALSE,FALSE,TRUE,FALSE,FALSE,378,1
95,"0","1",53000,27,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,379,1
97,"0","1",9331.04640269342,23,"3","1",FALSE,FALSE,TRUE,FALSE,FALSE,380,1
66.4705840332224,"0","1",10931.2802114966,18,"1","2",TRUE,FALSE,TRUE,FALSE,FALSE,381,1
96,"0","1",5154.28768544273,25,"3","1",FALSE,FALSE,TRUE,FALSE,FALSE,382,1
99,"0","1",9750.00000000001,22,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,383,1
83,"0","0",8298,24,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,384,1
78,"0","0",29000,21,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,385,1
79,"0","1",6700,23,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,386,1
83,"1","1",95706.6080467627,19,"3","2",FALSE,FALSE,TRUE,FALSE,FALSE,387,1
125,"1","1",60140,26,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,388,1
80,"0","1",23539,24,"3","1",FALSE,FALSE,FALSE,FALSE,TRUE,389,1
80,"1","0",2697.30217011705,18,"1","3",FALSE,FALSE,TRUE,FALSE,TRUE,390,1
80,"1","0",30000,22,"4","1",FALSE,FALSE,FALSE,FALSE,TRUE,391,1
50,"0","1",9051,23,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,392,1
84,"0","1",33000,23,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,393,1
90,"1","0",1415,23,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,394,1
86.1514420424484,"0","1",7745.55239966263,23,"3","2",TRUE,FALSE,TRUE,TRUE,FALSE,395,1
105.634969146353,"0","1",63906,28,"4","3",TRUE,FALSE,FALSE,FALSE,TRUE,396,1
100,"0","1",39017,28,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,397,1
92,"0","1",52000,28,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,398,1
99,"0","0",4000,22,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,399,1
102,"1","1",42125,30,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,400,1
105,"1","1",21446,20,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,1,2
91,"1","1",12125,22,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,2,2
89,"0","1",13560,22,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,3,2
85,"0","1",24500,28,"3","3",FALSE,FALSE,FALSE,FALSE,TRUE,4,2
66,"0","0",3304,20,"1","2",FALSE,FALSE,FALSE,FALSE,TRUE,5,2
103.374706981505,"0","0",5832,27,"2","3",TRUE,FALSE,FALSE,FALSE,TRUE,6,2
92,"1","0",17022,26,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,7,2
94,"1","1",13000,23,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,8,2
124,"1","1",30100,25,"4","3",FALSE,FALSE,FALSE,FALSE,TRUE,9,2
77.8270338778139,"1","1",34424,26,"3","2",TRUE,FALSE,FALSE,FALSE,FALSE,10,2
83,"0","0",17500,23,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,11,2
69,"1","0",25000,20,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,12,2
95.6599543412403,"0","1",22153,27,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,13,2
87,"0","1",22677.494974074,21,"1","1",FALSE,FALSE,TRUE,FALSE,TRUE,14,2
41,"0","1",46000,25,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,15,2
115.943629818779,"0","1",38862.5019470289,27,"3","1",TRUE,FALSE,TRUE,FALSE,TRUE,16,2
63.7530821353935,"1","1",2441,23,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,17,2
97,"1","1",25600,23,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,18,2
76,"0","0",0,24,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,19,2
115,"1","1",39700,24,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,20,2
106,"0","1",26272.852197988,28,"1","3",FALSE,FALSE,TRUE,TRUE,FALSE,21,2
57,"0","1",5016,25,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,22,2
92,"0","0",18000,28,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,23,2
112.859450484506,"0","1",44800,27,"4","3",TRUE,FALSE,FALSE,FALSE,FALSE,24,2
77.9553032348175,"0","1",18650,29,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,25,2
75,"1","1",14040,25,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,26,2
69,"1","0",5200,25,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,27,2
104,"1","1",21600,26,"3","3",FALSE,FALSE,FALSE,FALSE,TRUE,28,2
52,"0","1",30213.9104570208,22,"2","1",FALSE,FALSE,TRUE,FALSE,TRUE,29,2
83,"0","1",24640,25,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,30,2
120,"0","1",191106.286346802,28,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,31,2
70,"0","0",6383.99999999999,24,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,32,2
82,"0","1",10200,24,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,33,2
66,"0","1",10610.745170074,28,"3","2",FALSE,FALSE,TRUE,FALSE,FALSE,34,2
44,"0","1",3431.13896011636,25,"1","2",FALSE,FALSE,TRUE,FALSE,FALSE,35,2
55,"0","1",32000,25,"3","2",FALSE,FALSE,FALSE,FALSE,TRUE,36,2
78.5097943038932,"0","0",6096,26,"1","1",TRUE,FALSE,FALSE,TRUE,FALSE,37,2
106,"1","1",37000,26,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,38,2
74,"0","1",17528,26,"1","1",FALSE,FALSE,FALSE,FALSE,TRUE,39,2
88,"1","0",4410,19,"2","1",FALSE,FALSE,FALSE,TRUE,TRUE,40,2
50.307036336413,"1","0",0,23,"1","1",TRUE,FALSE,FALSE,FALSE,FALSE,41,2
72,"1","1",94000.0000000001,28,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,42,2
74,"0","1",6696,21,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,43,2
50,"0","1",16057.3307177639,24,"3","2",FALSE,FALSE,TRUE,FALSE,FALSE,44,2
99,"1","1",28350,24,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,45,2
107,"0","1",31000,26,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,46,2
90,"0","1",23000,21,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,47,2
91.5964122784077,"1","0",-137.579763288897,23,"3","3",TRUE,TRUE,TRUE,FALSE,FALSE,48,2
132,"0","1",23490,24,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,49,2
87,"0","0",1343,19,"1","3",FALSE,FALSE,FALSE,FALSE,TRUE,50,2
109.900664936148,"1","1",62170.0730969338,26,"3","3",TRUE,FALSE,TRUE,TRUE,FALSE,51,2
109.143649130158,"0","1",57720,23,"3","3",TRUE,FALSE,FALSE,FALSE,FALSE,52,2
88.8639445477202,"0","0",20703.9875014748,23,"2","1",TRUE,FALSE,TRUE,FALSE,TRUE,53,2
96.946898164002,"0","1",12810,28,"3","3",TRUE,FALSE,FALSE,FALSE,FALSE,54,2
85,"1","0",15000,20,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,55,2
78,"0","1",13000,24,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,56,2
95,"0","1",99000,29,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,57,2
103,"0","1",15960,18,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,58,2
70,"1","0",4820,23,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,59,2
120.731701009852,"1","1",32300.906525896,26,"2","3",TRUE,FALSE,TRUE,FALSE,TRUE,60,2
54,"0","0",7164,21,"1","2",FALSE,FALSE,FALSE,FALSE,TRUE,61,2
103.971051463988,"0","0",13205.2785503972,23,"1","1",TRUE,FALSE,TRUE,FALSE,FALSE,62,2
84,"0","1",19315,29,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,63,2
87,"0","1",65750,31,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,64,2
92,"0","1",11750,22,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,65,2
59,"1","0",1698.28885203834,23,"1","1",FALSE,FALSE,TRUE,FALSE,TRUE,66,2
79,"0","1",28500,25,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,67,2
53,"0","0",-102.886989821955,26,"1","3",FALSE,TRUE,TRUE,FALSE,FALSE,68,2
87,"1","0",5.6843418860808e-14,26,"1","3",FALSE,TRUE,TRUE,FALSE,FALSE,69,2
93,"1","0",25000,21,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,70,2
79.1875298371746,"0","1",27000,28,"3","2",TRUE,FALSE,FALSE,FALSE,FALSE,71,2
96,"1","1",15000.6150623904,19,"2","3",FALSE,FALSE,TRUE,FALSE,TRUE,72,2
124,"1","1",60500,31,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,73,2
58,"1","0",8311.75375511465,19,"2","1",FALSE,FALSE,TRUE,FALSE,FALSE,74,2
116,"0","1",32050,26,"2","3",FALSE,FALSE,FALSE,TRUE,FALSE,75,2
